tone_spacing_hz,packets,payload_bits,bit_errors,errored_packets,adequate_error_count,observed_ber,lower95,upper95,peak_torque_nm,worst_message_rms_nm,random_message_rms_nm,peak_power_w
0.047619047619047616,250,16000,1026,130,True,0.064125,0.047295522152560554,0.08709055537741131,0.8099239572982647,0.2946237002861429,0.14897817242246722,127.98643810709498
0.07142857142857142,750,48000,193,38,True,0.004020833333333334,0.002053477889334321,0.011322092871781908,1.1898859359473968,0.43838638484918757,0.21636498862413178,188.0299758644085
0.09523809523809523,8750,560000,152,30,True,0.00027142857142857144,0.00012342046609856852,0.0008982291952970571,1.5698479145965294,0.5828499608954054,0.28509851587859664,248.07453597117828
0.14285714285714285,10000,640000,36,9,False,5.625e-05,1.2192351212300856e-05,0.000595535539588201,2.3297718718947933,0.8724865938433837,0.4239811360114034,368.16796999549086
0.19047619047619047,3750,240000,119,33,True,0.0004958333333333334,0.0002419980265492866,0.0019426788098218148,3.0896958291930585,1.1624798765278743,0.5635876290962779,488.2693161623834
0.2857142857142857,750,48000,160,43,True,0.0033333333333333335,0.0017832142189252817,0.010565470100280583,4.609543743789587,1.742824190573868,0.8435339683394827,728.5057853225478
0.47619047619047616,250,16000,288,64,True,0.018,0.011348514210470022,0.03949435451453166,7.649239572982645,2.9039427472982284,1.4043121805214678,1209.1855457255538
0.7142857142857143,250,16000,1414,187,True,0.088375,0.07111853223069373,0.11113768622600248,11.44885935947397,4.355556077695263,2.1057292090918893,1810.632014643942
0.9523809523809523,250,16000,2776,233,True,0.1735,0.15251670332656259,0.19647133550126536,15.248479145965291,5.807241143321821,2.807294534720589,2413.0352448956605
