phase_rad,time_s,ac_acceleration_m_s2,second_harmonic_m_s2
0.0,0.0,-2.5771724536458983e-11,-2.4455171849675243e-11
0.02454369260617026,0.00013020833333333333,-2.5735570252282818e-11,-2.4425714527248846e-11
0.04908738521234052,0.00026041666666666666,-2.5627251283496034e-11,-2.433741351908639e-11
0.07363107781851078,0.000390625,-2.5447198249919902e-11,-2.4190481550050798e-11
0.09817477042468103,0.0005208333333333333,-2.5196125246608888e-11,-2.3985272592125196e-11
0.1227184630308513,0.0006510416666666667,-2.4875024489702237e-11,-2.3722281011663407e-11
0.14726215563702155,0.00078125,-2.448515892479955e-11,-2.3402140378418104e-11
0.1718058482431918,0.0009114583333333335,-2.402805289929562e-11,-2.302562193921579e-11
0.19634954084936207,0.0010416666666666667,-2.350548102526326e-11,-2.259363275995561e-11
0.22089323345553233,0.0011718750000000002,-2.291945538192326e-11,-2.2107213540408202e-11
0.2454369260617026,0.0013020833333333335,-2.227221122606839e-11,-2.1567536107078733e-11
0.2699806186678728,0.0014322916666666666,-2.156619139467495e-11,-2.0975900590174264e-11
0.2945243112740431,0.0015625,-2.080402959612579e-11,-2.033373229147616e-11
0.3190680038802134,0.0016927083333333336,-1.9988532794844164e-11,-1.9642578250663295e-11
0.3436116964863836,0.001822916666666667,-1.9122662898696767e-11,-1.890410351835792e-11
0.36815538909255385,0.001953125,-1.8209517959330968e-11,-1.8120087144872916e-11
0.39269908169872414,0.0020833333333333333,-1.7252313092843892e-11,-1.7292417894323727e-11
0.4172427743048944,0.002213541666666667,-1.62543613220956e-11,-1.6423089694430186e-11
0.44178646691106466,0.0023437500000000003,-1.5219054532883047e-11,-1.5514196832970006e-11
0.4663301595172349,0.0024739583333333332,-1.4149844724475268e-11,-1.456792891245605e-11
0.4908738521234052,0.002604166666666667,-1.305022572106672e-11,-1.358656557519211e-11
0.5154175447295755,0.0027343750000000003,-1.1923715494993772e-11,-1.2572471011414939e-11
0.5399612373357456,0.002864583333333333,-1.077383923549362e-11,-1.1528088263752876e-11
0.5645049299419159,0.002994791666666667,-9.604113278838953e-12,-1.0455933341722149e-11
0.5890486225480862,0.003125,-8.418029997246285e-12,-9.358589160439616e-12
0.6135923151542565,0.003255208333333334,-7.219043725445978e-12,-8.238699318153987e-12
0.6381360077604268,0.003385416666666667,-6.010557785569956e-12,-7.098961727586093e-12
0.662679700366597,0.003515625,-4.795912653376826e-12,-5.942122116420839e-12
0.6872233929727672,0.003645833333333334,-3.578375292056589e-12,-4.770967412608694e-12
0.7117670855789375,0.003776041666666667,-2.3611296641764054e-12,-3.5883190304121842e-12
0.7363107781851077,0.00390625,-1.1472684179020792e-12,-2.3970260733717904e-12
0.760854470791278,0.004036458333333334,6.021426941549633e-14,-1.199958470565951e-12
0.7853981633974483,0.004166666666666667,1.2584287187747688e-12,-6.27005697302285e-20
0.8099418560036186,0.004296875,2.4445946867453997e-12,1.199958345315863e-12
0.8344855486097889,0.004427083333333334,3.616045259521811e-12,2.3970259485744916e-12
0.859029241215959,0.004557291666666667,4.770229758062147e-12,3.588318906368323e-12
0.8835729338221293,0.004687500000000001,5.9047157142711454e-12,4.770967289617102e-12
0.9081166264282996,0.0048177083333333336,7.017189982560692e-12,5.942121994777814e-12
0.9326603190344698,0.0049479166666666664,8.105459054273266e-12,7.098961607584684e-12
0.9572040116406401,0.005078125,9.167448644484855e-12,8.238699200083289e-12
0.9817477042468103,0.005208333333333334,1.0201202621739228e-11,9.35858904458407e-12
1.0062913968529805,0.005338541666666667,1.1204881351422815e-11,1.0455933228360855e-11
1.030835089459151,0.0054687500000000005,1.217675952288108e-11,1.1528088153158944e-11
1.055378782065321,0.005598958333333333,1.3115223529142156e-11,1.2572470903854796e-11
1.0799224746714913,0.005729166666666666,1.4018768466332305e-11,1.3586565470924868e-11
1.1044661672776617,0.005859375000000001,1.488599481766549e-11,1.456792881173291e-11
1.1290098598838318,0.005989583333333334,1.571560488435807e-11,1.5514196736033612e-11
1.1535535524900022,0.0061197916666666675,1.650639902302284e-11,1.6423089601514076e-11
1.1780972450961724,0.00625,1.7257271746136334e-11,1.729241780565173e-11
1.2026409377023426,0.006380208333333333,1.7967207739080126e-11,1.8120087060658653e-11
1.227184630308513,0.006510416666666668,1.863527784411205e-11,1.8904103438804284e-11
1.2517283229146832,0.006640625000000001,1.9260635058437135e-11,1.9642578175961923e-11
1.2762720155208536,0.006770833333333334,1.9842510590379296e-11,2.0333732221807026e-11
1.3008157081270237,0.006901041666666667,2.038021001450388e-11,2.0975900525705193e-11
1.325359400733194,0.00703125,2.0873109563444937e-11,2.1567536047965046e-11
1.3499030933393643,0.007161458333333334,2.13206525911325e-11,2.2107213486792306e-11
1.3744467859455345,0.007291666666666668,2.1722346239128765e-11,2.2593632711966673e-11
1.3989904785517047,0.0074218750000000005,2.207775833483987e-11,2.3025621896969413e-11
1.423534171157875,0.007552083333333334,2.238651454748707e-11,2.3402140342016076e-11
1.4480778637640452,0.007682291666666667,2.2648295824885366e-11,2.3722280981193414e-11
1.4726215563702154,0.0078125,2.2862836131283924e-11,2.3985272567660648e-11
1.4971652489763858,0.007942708333333335,2.3029920503758812e-11,2.419048153165063e-11
1.521708941582556,0.008072916666666667,2.3149383441924375e-11,2.4337413506794927e-11
1.5462526341887264,0.008203125,2.322110764301226e-11,2.4425714521095705e-11
1.5707963267948966,0.008333333333333333,2.324502309168188e-11,2.4455171849675243e-11
1.5953400194010667,0.008463541666666666,2.322110651123624e-11,2.4425714527248846e-11
1.6198837120072371,0.00859375,2.3149381180249832e-11,2.433741351908639e-11
1.6444274046134073,0.008723958333333334,2.302991711594166e-11,2.4190481550050798e-11
1.6689710972195777,0.008854166666666668,2.2862831622959437e-11,2.3985272592125196e-11
1.6935147898257479,0.008984375000000001,2.264829020357158e-11,2.3722281011663407e-11
1.718058482431918,0.009114583333333334,2.238650782258665e-11,2.3402140378418107e-11
1.7426021750380885,0.009244791666666669,2.207775051764404e-11,2.302562193921579e-11
1.7671458676442586,0.009375000000000001,2.1722337342819785e-11,2.2593632759955614e-11
1.7916895602504288,0.009505208333333334,2.1320642630786977e-11,2.2107213540408202e-11
1.8162332528565992,0.009635416666666667,2.0873098556036203e-11,2.1567536107078733e-11
1.8407769454627694,0.009765625,2.0380197978902923e-11,2.0975900590174264e-11
1.8653206380689396,0.009895833333333333,1.984249754735435e-11,2.0333732291476167e-11
1.88986433067511,0.010026041666666667,1.9260621030651187e-11,1.9642578250663295e-11
1.9144080232812801,0.01015625,1.8635262856116545e-11,1.8904103518357924e-11
1.9389517158874505,0.010286458333333335,1.796719181730669e-11,1.8120087144872916e-11
1.9634954084936207,0.010416666666666668,1.7257254918882196e-11,1.729241789432373e-11
1.9880391010997909,0.010546875,1.6506381320432115e-11,1.6423089694430195e-11
2.012582793705961,0.010677083333333334,1.571558633839612e-11,1.5514196832970016e-11
2.0371264863121317,0.010807291666666668,1.4885975462086454e-11,1.456792891245604e-11
2.061670178918302,0.010937500000000001,1.4018748336637534e-11,1.3586565575192107e-11
2.086213871524472,0.011067708333333334,1.3115202662530271e-11,1.257247101141494e-11
2.110757564130642,0.011197916666666667,1.217673795818604e-11,1.1528088263752876e-11
2.1353012567368124,0.011328125,1.120485912904195e-11,1.0455933341722155e-11
2.1598449493429825,0.011458333333333333,1.0201179783547006e-11,9.358589160439629e-12
2.184388641949153,0.011588541666666669,9.167425233733413e-12,8.238699318153985e-12
2.2089323345553233,0.011718750000000002,8.105435115478775e-12,7.098961727586096e-12
2.2334760271614935,0.011848958333333335,7.017165561372356e-12,5.942122116420842e-12
2.2580197197676637,0.011979166666666667,5.90469085732551e-12,4.770967412608702e-12
2.282563412373834,0.012109375,4.77020451281839e-12,3.588319030412198e-12
2.3071071049800045,0.012239583333333335,3.616019674080382e-12,2.3970260733717827e-12
2.3316507975861747,0.012369791666666668,2.444568809648772e-12,1.1999584705659486e-12
2.356194490192345,0.0125,1.2584025987893754e-12,6.27005727251233e-20
2.380738182798515,0.012630208333333334,6.018795529681026e-14,-1.1999583453158544e-12
2.405281875404685,0.012760416666666666,-1.1472948776623523e-12,-2.397025948574478e-12
2.429825568010856,0.012890625000000003,-2.3611562216182302e-12,-3.5883189063683306e-12
2.454369260617026,0.013020833333333336,-3.578401900035634e-12,-4.770967289617105e-12
2.478912953223196,0.013151041666666669,-4.795939265860489e-12,-5.942121994777811e-12
2.5034566458293663,0.013281250000000001,-6.0105843579442524e-12,-7.098961607584681e-12
2.5280003384355365,0.013411458333333334,-7.219070214831208e-12,-8.238699200083281e-12
