phase_rad,time_s,ac_acceleration_m_s2,second_harmonic_m_s2
0.0,0.0,-7.022355322406693e-10,-5.64618974773606e-10
0.02454369260617026,0.00013020833333333333,-7.007062161079439e-10,-5.639388660907232e-10
0.04908738521234052,0.00026041666666666666,-6.961338953204943e-10,-5.619001792842169e-10
0.07363107781851078,0.000390625,-6.885651099972184e-10,-5.58507825729172e-10
0.09817477042468103,0.0005208333333333333,-6.780762169394937e-10,-5.537699779024377e-10
0.1227184630308513,0.0006510416666666667,-6.647716282461533e-10,-5.47698049694415e-10
0.14726215563702155,0.00078125,-6.487814493513563e-10,-5.40306668911995e-10
0.1718058482431918,0.0009114583333333335,-6.302586122581568e-10,-5.316136420388913e-10
0.19634954084936207,0.0010416666666666667,-6.093756162471653e-10,-5.216399113382601e-10
0.22089323345553233,0.0011718750000000002,-5.863209981018918e-10,-5.104095044009552e-10
0.2454369260617026,0.0013020833333333335,-5.612956567470732e-10,-4.979494762609559e-10
0.2699806186678728,0.0014322916666666666,-5.345091535176668e-10,-4.842898442174211e-10
0.2945243112740431,0.0015625,-5.061760998917647e-10,-4.694635155203858e-10
0.3190680038802134,0.0016927083333333336,-4.765127305895262e-10,-4.5350620809431467e-10
0.3436116964863836,0.001822916666666667,-4.4573374281326027e-10,-4.3645636449049185e-10
0.36815538909255385,0.001953125,-4.14049463483384e-10,-4.183550592755489e-10
0.39269908169872414,0.0020833333333333333,-3.81663386941245e-10,-3.992459000792358e-10
0.4172427743048944,0.002213541666666667,-3.48770106903514e-10,-3.7917492253982105e-10
0.44178646691106466,0.0023437500000000003,-3.1555364939124484e-10,-3.581904794002072e-10
0.4663301595172349,0.0024739583333333332,-2.821861985826623e-10,-3.363431240219377e-10
0.4908738521234052,0.002604166666666667,-2.4882719544936326e-10,-3.13685488597721e-10
0.5154175447295755,0.0027343750000000003,-2.1562277978503282e-10,-2.902721573558685e-10
0.5399612373357456,0.002864583333333333,-1.8270553977326904e-10,-2.6615953506210776e-10
0.5645049299419159,0.002994791666666667,-1.501945293585632e-10,-2.414057111355604e-10
0.5890486225480862,0.003125,-1.181955120653297e-10,-2.160703197062444e-10
0.6135923151542565,0.003255208333333334,-8.680139017568524e-11,-1.9021439595123125e-10
0.6381360077604268,0.003385416666666667,-5.609277992651073e-11,-1.6390022905555825e-10
0.662679700366597,0.003515625,-2.6138696228685968e-11,-1.3719121215212595e-10
0.6872233929727672,0.003645833333333334,3.0026860133863694e-12,-1.1015168960208814e-10
0.7117670855789375,0.003776041666666667,3.128322290873822e-11,-8.284680198365034e-11
0.7363107781851077,0.00390625,5.866396968453067e-11,-5.5342329162711254e-11
0.760854470791278,0.004036458333333334,8.511434654766914e-11,-2.7704531823403532e-11
0.7853981633974483,0.004166666666666667,1.1061131904517258e-10,8.159697155306579e-18
0.8099418560036186,0.004296875,1.3513860604630148e-10,2.770454812314042e-11
0.8344855486097889,0.004427083333333334,1.5868592521248982e-10,5.534234540352322e-11
0.859029241215959,0.004557291666666667,1.8124828295633623e-10,8.284681812641186e-11
0.8835729338221293,0.004687500000000001,2.028253134231842e-10,1.1015170560790985e-10
0.9081166264282996,0.0048177083333333336,2.234206689441018e-10,1.3719122798244847e-10
0.9326603190344698,0.0049479166666666664,2.4304146268078763e-10,1.6390024467224488e-10
0.9572040116406401,0.005078125,2.616977627766571e-10,1.9021441131666012e-10
0.9817477042468103,0.005208333333333334,2.794021362062636e-10,2.1607033478339878e-10
1.0062913968529805,0.005338541666666667,2.9616923963900985e-10,2.4140572588811795e-10
1.030835089459151,0.0054687500000000005,3.1201545396672035e-10,2.661595494545286e-10
1.055378782065321,0.005598958333333333,3.269585586558469e-10,2.9027217135348e-10
