phase_rad,time_s,ac_acceleration_m_s2,second_harmonic_m_s2
0.0,0.0,-5.287157997334544e-10,-4.2471296205147505e-10
0.02454369260617026,0.00013020833333333333,-5.275637889068146e-10,-4.242013865417694e-10
0.04908738521234052,0.00026041666666666666,-5.241183234683191e-10,-4.226678727362314e-10
0.07363107781851078,0.000390625,-5.184144280100447e-10,-4.201161150039386e-10
0.09817477042468103,0.0005208333333333333,-5.105095721187173e-10,-4.165522607527756e-10
0.1227184630308513,0.0006510416666666667,-5.004823462205607e-10,-4.119848956197903e-10
0.14726215563702155,0.00078125,-4.884306860730909e-10,-4.06425022787642e-10
0.1718058482431918,0.0009114583333333335,-4.744697180809471e-10,-3.9988603647697066e-10
0.19634954084936207,0.0010416666666666667,-4.5872930999759513e-10,-3.9238368967854613e-10
0.22089323345553233,0.0011718750000000002,-4.413514188506028e-10,-3.83936056202934e-10
0.2454369260617026,0.0013020833333333335,-4.224873299823084e-10,-3.7456348713910216e-10
0.2699806186678728,0.0014322916666666666,-4.0229487822591895e-10,-3.642885618268656e-10
0.2945243112740431,0.0015625,-3.809357350782106e-10,-3.5313603346127847e-10
0.3190680038802134,0.0016927083333333336,-3.585728351716725e-10,-3.4113276946001983e-10
0.3436116964863836,0.001822916666666667,-3.353680024191162e-10,-3.2830768673743027e-10
0.36815538909255385,0.001953125,-3.114798219642519e-10,-3.1469168204113316e-10
0.39269908169872414,0.0020833333333333333,-2.87061789523675e-10,-3.0031755751906303e-10
0.4172427743048944,0.002213541666666667,-2.622607557178377e-10,-2.8521994169621813e-10
0.44178646691106466,0.0023437500000000003,-2.372156702491262e-10,-2.6943520605151075e-10
0.4663301595172349,0.0024739583333333332,-2.1205661978159374e-10,-2.5300137739568853e-10
0.4908738521234052,0.002604166666666667,-1.8690414439565564e-10,-2.359580462614166e-10
0.5154175447295755,0.0027343750000000003,-1.618688106374881e-10,-2.1834627152621694e-10
0.5399612373357456,0.002864583333333333,-1.3705101440985557e-10,-2.0020848149803614e-10
0.5645049299419159,0.002994791666666667,-1.125409840969829e-10,-1.815883717017346e-10
0.5890486225480862,0.003125,-8.841895314015469e-11,-1.6253079961274072e-10
0.6135923151542565,0.003255208333333334,-6.475547149873585e-11,-1.4308167659146303e-10
0.6381360077604268,0.003385416666666667,-4.1611826744647975e-11,-1.2328785727880179e-10
0.662679700366597,0.003515625,-1.9040547656486625e-11,-1.0319702671921509e-10
0.6872233929727672,0.003645833333333334,2.914034163168079e-12,-8.285758548326973e-11
0.7117670855789375,0.003776041666666667,2.4215186157418514e-11,-6.231853306642782e-11
0.7363107781851077,0.00390625,4.483315859760725e-11,-4.162934984497017e-11
0.760854470791278,0.004036458333333334,6.474456565189969e-11,-2.0839877873435482e-11
0.7853981633974483,0.004166666666666667,8.393177620295334e-11,-2.0081074597653273e-16
0.8099418560036186,0.004296875,1.0238232418665288e-10,2.083947673571421e-11
0.8344855486097889,0.004427083333333334,1.2008834579880968e-10,4.162895015739547e-11
0.859029241215959,0.004557291666666667,1.370460487805559e-10,6.231813579188209e-11
0.8835729338221293,0.004687500000000001,1.532552171503278e-10,8.285719157882213e-11
0.9081166264282996,0.0048177083333333336,1.68718753191737e-10,1.0319663713381594e-10
0.9326603190344698,0.0049479166666666664,1.8344225721388207e-10,1.2328747295099643e-10
0.9572040116406401,0.005078125,1.9743364455005284e-10,1.4308129844713082e-10
0.9817477042468103,0.005208333333333334,2.1070279842579978e-10,1.6253042856286448e-10
1.0062913968529805,0.005338541666666667,2.2326125668138792e-10,1.815880086402059e-10
1.030835089459151,0.0054687500000000005,2.351219298515327e-10,2.0020812729950218e-10
1.055378782065321,0.005598958333333333,2.462988477642122e-10,2.1834592704397293e-10
1.0799224746714913,0.005729166666666666,2.568069316010203e-10,2.359577123253503e-10
1.1044661672776617,0.005859375000000001,2.6666178824809877e-10,2.5300105481028137e-10
1.1290098598838318,0.005989583333333334,2.758795237469971e-10,2.694348955938992e-10
1.1535535524900022,0.0061197916666666675,2.844765727199031e-10,2.852196441143218e-10
1.1780972450961724,0.00625,2.924695407872906e-10,3.0031727352978263e-10
1.2026409377023426,0.006380208333333333,2.99875057213867e-10,3.146914123286237e-10
1.227184630308513,0.006510416666666668,3.067096353069876e-10,3.28307431951453e-10
1.2517283229146832,0.006640625000000001,3.1298953844691814e-10,3.4113253021437636e-10
1.2762720155208536,0.006770833333333334,3.1873065004468346e-10,3.531358103323327e-10
1.3008157081270237,0.006901041666666667,3.239483461930553e-10,3.642883553521544e-10
1.325359400733194,0.00703125,3.2865737028720874e-10,3.745632978160414e-10
1.3499030933393643,0.007161458333333334,3.328717094280169e-10,3.839358844876195e-10
1.3744467859455345,0.007291666666666668,3.366044729615888e-10,3.9238353598465515e-10
1.3989904785517047,0.0074218750000000005,3.398677740290584e-10,3.9988590117476505e-10
1.423534171157875,0.007552083333333334,3.426726154726214e-10,4.0642490620307683e-10
1.4480778637640452,0.007682291666666667,3.4502878183879845e-10,4.11984798033728e-10
1.4726215563702154,0.0078125,3.469447395101106e-10,4.165521824003094e-10
1.4971652489763858,0.007942708333333335,3.484275471586121e-10,4.2011605607382653e-10
1.521708941582556,0.008072916666666667,3.494827787326678e-10,4.2266783337044124e-10
1.5462526341887264,0.008203125,3.501144610553321e-10,4.242013668351368e-10
1.5707963267948966,0.008333333333333333,3.503250278330899e-10,4.2471296205147505e-10
1.5953400194010667,0.008463541666666666,3.5011529146423576e-10,4.242013865417694e-10
1.6198837120072371,0.00859375,3.494844335241629e-10,4.226678727362314e-10
1.6444274046134073,0.008723958333333334,3.4843001422755183e-10,4.201161150039386e-10
1.6689710972195777,0.008854166666666668,3.4694800056747166e-10,4.165522607527756e-10
1.6935147898257479,0.008984375000000001,3.4503281225403564e-10,4.119848956197903e-10
1.718058482431918,0.009114583333333334,3.4267738406331074e-10,4.0642502278764205e-10
1.7426021750380885,0.009244791666666669,3.398732427975281e-10,3.9988603647697066e-10
1.7671458676442586,0.009375000000000001,3.366105967780781e-10,3.923836896785462e-10
1.7916895602504288,0.009505208333333334,3.328784356596343e-10,3.8393605620293405e-10
1.8162332528565992,0.009635416666666667,3.2866463837172347e-10,3.7456348713910216e-10
1.8407769454627694,0.009765625,3.239560871562878e-10,3.642885618268656e-10
1.8653206380689396,0.009895833333333333,3.1873878596013743e-10,3.5313603346127857e-10
1.88986433067511,0.010026041666666667,3.1299798183622283e-10,3.4113276946001983e-10
1.9144080232812801,0.01015625,3.067182884799154e-10,3.283076867374303e-10
1.9389517158874505,0.010286458333333335,2.9988381154697066e-10,3.1469168204113316e-10
1.9634954084936207,0.010416666666666668,2.924782759408659e-10,3.003175575190631e-10
1.9880391010997909,0.010546875,2.844851557936961e-10,2.852199416962183e-10
2.012582793705961,0.010677083333333334,2.758878083762026e-10,2.6943520605151095e-10
2.0371264863121317,0.010807291666666668,2.6666961364240255e-10,2.530013773956884e-10
2.061670178918302,0.010937500000000001,2.568141215310276e-10,2.3595804626141653e-10
2.086213871524472,0.011067708333333334,2.463052095013719e-10,2.1834627152621697e-10
2.110757564130642,0.011197916666666667,2.351272530698887e-10,2.0020848149803616e-10
2.1353012567368124,0.011328125,2.2326531233202872e-10,1.815883717017347e-10
2.1598449493429825,0.011458333333333333,2.1070533759797619e-10,1.6253079961274092e-10
2.184388641949153,0.011588541666666669,1.9743439733653754e-10,1.4308167659146298e-10
2.2089323345553233,0.011718750000000002,1.8344093160243553e-10,1.2328785727880184e-10
2.2334760271614935,0.011848958333333335,1.6871503400943273e-10,1.0319702671921514e-10
2.2580197197676637,0.011979166666666667,1.5324876509310026e-10,8.285758548326988e-11
2.282563412373834,0.012109375,1.3703649956660233e-10,6.231853306642807e-11
2.3071071049800045,0.012239583333333335,1.2007530949129825e-10,4.162934984497003e-11
2.3316507975861747,0.012369791666666668,1.0236538473853684e-10,2.0839877873435443e-11
2.356194490192345,0.0125,8.391049128435164e-11,2.0081074602854507e-16
2.380738182798515,0.012630208333333334,6.471846682825428e-11,-2.083947673571406e-11
2.405281875404685,0.012760416666666666,4.48017519344382e-11,-4.162895015739524e-11
2.429825568010856,0.012890625000000003,2.4177953334593745e-11,-6.231813579188222e-11
