phase_rad,time_s,ac_acceleration_m_s2,second_harmonic_m_s2
0.0,0.0,-2.5683009850756585e-11,-2.437835994768938e-11
0.02454369260617026,0.00013020833333333333,-2.5646995183384352e-11,-2.43489954702422e-11
0.04908738521234052,0.00026041666666666666,-2.553905179037702e-11,-2.4260972129987088e-11
0.07363107781851078,0.000390625,-2.5359608807887074e-11,-2.4114501982860652e-11
0.09817477042468103,0.0005208333333333333,-2.510937791413004e-11,-2.3909937888276587e-11
0.1227184630308513,0.0006510416666666667,-2.478934799457668e-11,-2.3647772659056454e-11
0.14726215563702155,0.00078125,-2.440077777675389e-11,-2.3328637874200396e-11
0.1718058482431918,0.0009114583333333335,-2.394518653568372e-11,-2.2953302357358043e-11
0.19634954084936207,0.0010416666666666667,-2.342434299605687e-11,-2.2522670324664975e-11
0.22089323345553233,0.0011718750000000002,-2.2840252579595386e-11,-2.2037779206406863e-11
0.2454369260617026,0.0013020833333333335,-2.21951431653173e-11,-2.149979714775903e-11
0.2699806186678728,0.0014322916666666666,-2.14914495462404e-11,-2.091002019462243e-11
0.2945243112740431,0.0015625,-2.0731796778187395e-11,-2.0269869171335523e-11
0.3190680038802134,0.0016927083333333336,-1.991898262473939e-11,-1.9580886257784016e-11
0.3436116964863836,0.001822916666666667,-1.9055959306907152e-11,-1.8844731274154432e-11
0.36815538909255385,0.001953125,-1.8145814766920412e-11,-1.8063177682281897e-11
0.39269908169872414,0.0020833333333333333,-1.7191753652784255e-11,-1.723810831322524e-11
0.4172427743048944,0.002213541666666667,-1.619707822420114e-11,-1.6371510831362053e-11
0.44178646691106466,0.0023437500000000003,-1.5165169371403585e-11,-1.5465472945931133e-11
0.4663301595172349,0.0024739583333333332,-1.4099467926788013e-11,-1.4522177381558022e-11
0.4908738521234052,0.002604166666666667,-1.3003456435355275e-11,-1.3543896619880224e-11
0.5154175447295755,0.0027343750000000003,-1.1880641534312629e-11,-1.2532987424939898e-11
0.5399612373357456,0.002864583333333333,-1.0734537075211862e-11,-1.1491885165532852e-11
