case,mesh,region,window_index,window_radius_mm,center_x_mm,center_y_mm,sampled_volume_mm3,sample_count,mean_vm_mpa,vm_of_mean_tensor_mpa
wide_rounded,0.013,weighted_hub,3,10.0,22.360679774997898,-20.0,4264.508374664402,1794,17.578250947526545,16.646928349593495
wide_rounded,0.013,weighted_hub,4,10.0,22.360679774997898,20.0,4362.517157247819,1860,17.209476427008653,16.271996270744644
wide_rounded,0.013,inner_insert_boss,1,5.0,-154.17424305044162,-20.0,1164.173335945183,204,18.45418206580243,17.719031049482563
wide_rounded,0.013,inner_insert_boss,2,5.0,-154.17424305044162,20.0,1067.7351472596795,233,18.532969000218806,17.791968213756352
wide_rounded,0.013,inner_insert_boss,3,5.0,154.17424305044162,-20.0,1165.9078729039113,235,18.013090321497657,17.2102492125844
wide_rounded,0.013,inner_insert_boss,4,5.0,154.17424305044162,20.0,1176.2964036522148,188,18.34900005956838,17.542472769108176
wide_rounded,0.013,inner_insert_boss,1,10.0,-154.17424305044162,-20.0,4228.498047327587,667,16.05773783759644,15.29803436488355
wide_rounded,0.013,inner_insert_boss,2,10.0,-154.17424305044162,20.0,4010.7910149377126,732,15.87862234818871,15.098180600071577
wide_rounded,0.013,inner_insert_boss,3,10.0,154.17424305044162,-20.0,4266.218242161022,688,16.14305611920901,15.397783654652661
wide_rounded,0.013,inner_insert_boss,4,10.0,154.17424305044162,20.0,4228.666442810633,605,16.107238070967277,15.359301629290934
wide_rounded,0.013,unweighted_hub,1,5.0,-20.0,-22.360679774997898,1051.0752103873667,1127,14.545597036414048,13.465877264836358
wide_rounded,0.013,unweighted_hub,2,5.0,-20.0,22.360679774997898,1057.9707311863347,1010,14.96012169306956,13.995360066992824
wide_rounded,0.013,unweighted_hub,3,5.0,20.0,-22.360679774997898,1065.2410245467927,1001,14.585628461920106,13.587075454977166
wide_rounded,0.013,unweighted_hub,4,5.0,20.0,22.360679774997898,1036.3406055374892,1114,15.034915953286918,14.062830691344153
wide_rounded,0.013,unweighted_hub,1,10.0,-20.0,-22.360679774997898,4371.38687338975,1991,13.995028625477682,12.964646184539546
wide_rounded,0.013,unweighted_hub,2,10.0,-20.0,22.360679774997898,4199.27485133794,1588,14.231745784503742,13.195122960629382
wide_rounded,0.013,unweighted_hub,3,10.0,20.0,-22.360679774997898,4280.022507765888,1829,14.043086423949802,12.99545916390753
wide_rounded,0.013,unweighted_hub,4,10.0,20.0,22.360679774997898,4463.22969781147,1863,13.783099454358332,12.749811809829792
wide_rounded,0.013,unweighted_rim,1,5.0,-20.0,-229.12878474779203,1247.1049909328117,78,4.274531570753759,4.096928834257519
wide_rounded,0.013,unweighted_rim,2,5.0,-20.0,229.12878474779203,1282.8627480909772,84,4.069066741341705,3.9110303385830063
wide_rounded,0.013,unweighted_rim,3,5.0,20.0,-229.12878474779203,1197.1697186519675,70,4.057060951371441,3.8871186714269834
wide_rounded,0.013,unweighted_rim,4,5.0,20.0,229.12878474779203,1320.3504449611612,77,4.054686019026871,3.9264749286037204
wide_rounded,0.013,unweighted_rim,1,10.0,-20.0,-229.12878474779203,4738.205641720773,199,3.8745796329629068,3.735740256816778
wide_rounded,0.013,unweighted_rim,2,10.0,-20.0,229.12878474779203,4848.423228796464,216,3.9381393932384006,3.7979223261457036
wide_rounded,0.013,unweighted_rim,3,10.0,20.0,-229.12878474779203,5026.600075396463,176,3.996947189053531,3.8619669080550922
wide_rounded,0.013,unweighted_rim,4,10.0,20.0,229.12878474779203,4933.6628445893675,157,3.8903377564442656,3.767334260257004
wide_rounded,0.013,midarc_rim,1,5.0,169.7056274847714,169.70562748477138,2020.0604668443889,25,5.669985645934145,5.66913308022013
wide_rounded,0.013,midarc_rim,2,5.0,-169.70562748477138,169.7056274847714,2076.846578438165,25,5.590676636759236,5.589796316415525
wide_rounded,0.013,midarc_rim,3,5.0,-169.70562748477144,-169.70562748477138,2076.846578353917,25,5.590769956816842,5.589889612310415
wide_rounded,0.013,midarc_rim,4,5.0,169.70562748477136,-169.70562748477144,1745.14005867666,22,5.688480675204453,5.687594770713592
wide_rounded,0.013,midarc_rim,1,10.0,169.7056274847714,169.70562748477138,6101.439414307811,82,5.612735454268692,5.609855723983521
wide_rounded,0.013,midarc_rim,2,10.0,-169.70562748477138,169.7056274847714,6164.3685576949765,81,5.5900677164948975,5.5868789389726805
wide_rounded,0.013,midarc_rim,3,10.0,-169.70562748477144,-169.70562748477138,6164.3685575567515,81,5.590161900902934,5.586973332055433
wide_rounded,0.013,midarc_rim,4,10.0,169.70562748477136,-169.70562748477144,5915.887465644014,80,5.605160302850644,5.6026204871703715
wide_rounded,0.018,weighted_hub,1,5.0,-22.360679774997898,-20.0,1038.424186015684,733,21.358173757155374,20.33276890215219
wide_rounded,0.018,weighted_hub,2,5.0,-22.360679774997898,20.0,956.5011004770884,737,21.500434978421175,20.561475392538874
wide_rounded,0.018,weighted_hub,3,5.0,22.360679774997898,-20.0,1034.0625529367537,775,21.4209056465683,20.435459479137528
wide_rounded,0.018,weighted_hub,4,5.0,22.360679774997898,20.0,1077.1799969106419,768,21.168010697220627,20.150360383952034
wide_rounded,0.018,weighted_hub,1,10.0,-22.360679774997898,-20.0,4317.609411503812,1108,17.321315602557746,16.389232659846307
wide_rounded,0.018,weighted_hub,2,10.0,-22.360679774997898,20.0,4450.0369841076745,1123,17.42086405805059,16.502850320777934
wide_rounded,0.018,weighted_hub,3,10.0,22.360679774997898,-20.0,4220.693402127796,1393,17.47790498953332,16.576302003312385
wide_rounded,0.018,weighted_hub,4,10.0,22.360679774997898,20.0,4222.753429907938,1321,17.600786088721243,16.701754322888547
wide_rounded,0.018,inner_insert_boss,1,5.0,-154.17424305044162,-20.0,1144.1777512568954,195,18.44595600439701,17.68538157482634
wide_rounded,0.018,inner_insert_boss,2,5.0,-154.17424305044162,20.0,1144.6973006016174,226,18.411988166717098,17.602935589675347
wide_rounded,0.018,inner_insert_boss,3,5.0,154.17424305044162,-20.0,1128.280826271181,167,18.71365918713885,17.95065744274072
wide_rounded,0.018,inner_insert_boss,4,5.0,154.17424305044162,20.0,1105.5650297085742,177,18.362657742194163,17.59874579731283
wide_rounded,0.018,inner_insert_boss,1,10.0,-154.17424305044162,-20.0,4347.139250023247,688,16.14262337316257,15.399170388068677
wide_rounded,0.018,inner_insert_boss,2,10.0,-154.17424305044162,20.0,4056.8673347704726,694,15.875769457225218,15.09499517152359
wide_rounded,0.018,inner_insert_boss,3,10.0,154.17424305044162,-20.0,4064.510528511273,543,15.920178651146726,15.15095135664028
wide_rounded,0.018,inner_insert_boss,4,10.0,154.17424305044162,20.0,4126.182744145201,590,15.999760783584097,15.23983564086595
wide_rounded,0.018,unweighted_hub,1,5.0,-20.0,-22.360679774997898,1072.5905540626245,729,14.604903357864092,13.549699748385724
wide_rounded,0.018,unweighted_hub,2,5.0,-20.0,22.360679774997898,1002.519790205556,732,15.431463816373867,14.421409208471175
wide_rounded,0.018,unweighted_hub,3,5.0,20.0,-22.360679774997898,1008.2594169690317,763,15.298796763110012,14.324182780393441
wide_rounded,0.018,unweighted_hub,4,5.0,20.0,22.360679774997898,1011.8918209314935,756,14.835262741564614,13.825536002856913
wide_rounded,0.018,unweighted_hub,1,10.0,-20.0,-22.360679774997898,4274.316275616201,1093,14.286855674869736,13.260607844315828
wide_rounded,0.018,unweighted_hub,2,10.0,-20.0,22.360679774997898,4401.587124785232,1107,13.47887203242212,12.469926852058347
wide_rounded,0.018,unweighted_hub,3,10.0,20.0,-22.360679774997898,4298.877738240709,1389,14.049286703651871,13.02447476290064
wide_rounded,0.018,unweighted_hub,4,10.0,20.0,22.360679774997898,4184.624497904773,1308,14.02706332843114,13.000099937329335
wide_rounded,0.018,unweighted_rim,1,5.0,-20.0,-229.12878474779203,1109.410419268315,79,4.281879433032472,4.114262320196342
wide_rounded,0.018,unweighted_rim,2,5.0,-20.0,229.12878474779203,1215.3229171139349,69,4.048323517766192,3.888200642475912
wide_rounded,0.018,unweighted_rim,3,5.0,20.0,-229.12878474779203,1082.1234226864424,66,4.197328211119057,4.0186565358747925
wide_rounded,0.018,unweighted_rim,4,5.0,20.0,229.12878474779203,1109.4104192683133,79,4.282550850350525,4.114986695177459
wide_rounded,0.018,unweighted_rim,1,10.0,-20.0,-229.12878474779203,4952.890439776602,196,3.8995878741868184,3.7741835447829044
wide_rounded,0.018,unweighted_rim,2,10.0,-20.0,229.12878474779203,5110.198109851893,140,4.095086131409836,3.9721277953146568
wide_rounded,0.018,unweighted_rim,3,10.0,20.0,-229.12878474779203,5124.153826326377,137,3.95214600351078,3.8350593275116562
wide_rounded,0.018,unweighted_rim,4,10.0,20.0,229.12878474779203,4952.883757335424,196,3.8996348216314645,3.774377269094157
wide_rounded,0.018,midarc_rim,1,5.0,169.7056274847714,169.70562748477138,1160.551409809144,8,5.634280275126739,5.633966303208909
wide_rounded,0.018,midarc_rim,2,5.0,-169.70562748477138,169.7056274847714,1160.5496274689217,8,5.634189934466793,5.633875906433692
wide_rounded,0.018,midarc_rim,3,5.0,-169.70562748477144,-169.70562748477138,1160.5382280573456,8,5.634389486939617,5.634075488932563
wide_rounded,0.018,midarc_rim,4,5.0,169.70562748477136,-169.70562748477144,1160.5436155346113,8,5.634345787422006,5.634031661115285
wide_rounded,0.018,midarc_rim,1,10.0,169.7056274847714,169.70562748477138,6098.227176927469,42,5.603353154068399,5.600677192076536
wide_rounded,0.018,midarc_rim,2,10.0,-169.70562748477138,169.7056274847714,6098.2347518883635,42,5.603273347659028,5.6005972231957495
wide_rounded,0.018,midarc_rim,3,10.0,-169.70562748477144,-169.70562748477138,6098.196993594611,42,5.603425704323119,5.600750015208183
wide_rounded,0.018,midarc_rim,4,10.0,169.70562748477136,-169.70562748477144,6098.215833864083,42,5.603403013370227,5.600727085535818
