mesh_size_m,rpm,nodes,elements,first_frequency_hz,max_aluminum_integration_point_vm_pa,max_displacement_m,aluminum_mass_kg,aluminum_polar_inertia_kg_m2,steel_mass_kg,steel_polar_inertia_kg_m2,quadrupole_x2_minus_y2_kg_m2,insert_radius_m,insert_height_m,outer_extent_m,a2_at_0.5m_m_s2,a2_at_1m_m_s2,a2_at_2m_m_s2,quadrature_mass_kg,case
0.018,1800.0,9188,4420,74.67505,56104069.11678602,8.204313822696092e-05,2.859350399355673,0.11922187786532747,5.054159092264004,0.1668504270333654,0.17065013866513895,0.035,0.08364948942744446,0.25,4.49790307456409e-10,2.6194296783619263e-11,1.6102930401489907e-12,7.913218171619685,cylinder_shape_control
0.018,1800.0,8794,4233,75.51513,56135907.09669263,7.761505850069465e-05,2.894689251001466,0.12036601646233586,5.018820240616188,0.1662216882742405,0.1701560420899308,0.04241678941043891,0.08483357882087782,0.25,4.510915589529788e-10,2.614454770005401e-11,1.6057311569841251e-12,7.912000403596633,sphere_shape_control
